K. Tidur,K. Mandi,L. Tanah,L. Bangunan,Tipe Properti,Sertifikat,price_juta,installment_juta,kecamatan,provinsi,Longitude,Latitude,num_facilities,outdoor_facilities,ac,security,laundry,park,published_date,num_char_desc,no_banjir,transportation
2.0,1.0,75.0,60.0,Rumah,SHM - Sertifikat Hak Milik,435.0,3.0,Bojong Sari,Depok,106.7455636,-6.3997414,3,1,0,1,0,0,2022-06-05,34,0,0
2.0,2.0,78.0,57.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Sawangan,Depok,106.7828312,-6.3887831,6,1,1,1,0,0,2022-06-05,690,0,0
2.0,1.0,85.0,45.0,Rumah,SHM - Sertifikat Hak Milik,775.0,5.0,Bojong Sari,Depok,106.7455636,-6.3997414,1,0,0,1,0,0,2022-06-05,875,0,1
2.0,1.0,85.0,45.0,Rumah,SHM - Sertifikat Hak Milik,775.0,5.0,Bojong Sari,Depok,106.7455636,-6.3997414,1,0,0,1,0,0,2022-06-05,875,0,1
2.0,1.0,73.0,45.0,Rumah,SHM - Sertifikat Hak Milik,592.0,4.0,Cipayung,Depok,106.7970684,-6.4370035,4,1,0,1,0,0,2022-04-18,521,1,0
2.0,1.0,69.0,45.0,Rumah,SHM - Sertifikat Hak Milik,620.0,4.0,Pancoran Mas,Depok,106.813217,-6.4128065,4,1,0,1,0,0,2022-04-18,767,0,1
2.0,1.0,73.0,45.0,Rumah,SHM - Sertifikat Hak Milik,592.0,4.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,0,0,0,2022-04-18,571,1,1
2.0,1.0,45.0,57.0,Rumah,SHM - Sertifikat Hak Milik,580.0,4.0,Cilodong,Depok,106.843683,-6.4249935,4,1,1,1,0,0,2022-04-18,557,1,1
2.0,1.0,72.0,45.0,Rumah,SHM - Sertifikat Hak Milik,685.0,4.0,Cimanggis,Depok,106.8663438,-6.373094,2,0,0,0,0,1,2022-04-18,954,0,1
2.0,1.0,72.0,45.0,Rumah,SHM - Sertifikat Hak Milik,685.0,4.0,Cimanggis,Depok,106.8663438,-6.373094,2,0,0,0,0,1,2022-04-18,961,0,1
2.0,1.0,36.0,67.0,Rumah,SHM - Sertifikat Hak Milik,395.0,2.0,Citayam,Depok,106.8023351,-6.4489809,2,1,0,1,0,0,2022-04-18,708,1,1
3.0,2.0,65.0,77.0,Rumah,SHM - Sertifikat Hak Milik,782.0,5.0,Beji,Depok,106.8126377,-6.3823199,6,1,1,1,0,0,2022-01-17,710,0,0
3.0,2.0,55.0,67.0,Rumah,SHM - Sertifikat Hak Milik,757.0,5.0,Cilodong,Depok,106.843683,-6.4249935,6,1,1,1,0,0,2022-01-17,710,0,0
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,385.0,2.0,Citayam,Depok,106.8023351,-6.4489809,1,0,0,0,0,0,2022-01-16,283,0,1
2.0,1.0,60.0,60.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Margonda,Depok,106.8444204,-6.3788856,2,1,0,1,0,0,2022-01-10,436,0,1
2.0,2.0,40.0,70.0,Rumah,SHM - Sertifikat Hak Milik,350.0,2.0,Sawangan,Depok,106.7828312,-6.3887831,1,0,0,0,0,0,2022-01-10,107,0,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,468.0,3.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2021-04-11,416,0,1
1.0,1.0,35.0,96.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",800.0,5.0,Sawangan,Depok,106.7828312,-6.3887831,1,0,0,0,0,0,2021-03-28,973,0,1
1.0,1.0,100.0,100.0,Rumah,SHM - Sertifikat Hak Milik,450.0,3.0,Cinangka,Depok,106.7616063,-6.3737882,1,0,0,0,0,0,2021-03-28,61,0,1
2.0,1.0,88.0,52.0,Rumah,SHM - Sertifikat Hak Milik,615.0,4.0,Limo,Depok,106.7699974,-6.3652567,9,1,0,1,1,0,2022-10-09,765,0,0
,,75.0,33.0,Rumah,SHM - Sertifikat Hak Milik,365.0,2.0,Citayam,Depok,106.8023351,-6.4489809,1,0,0,0,0,0,2022-10-08,597,0,1
2.0,1.0,40.0,60.0,Rumah,SHM - Sertifikat Hak Milik,405.0,2.0,Depok II,Depok,106.8367057,-6.4220276,16,1,1,1,1,1,2022-09-24,933,0,1
2.0,1.0,82.0,40.0,Rumah,SHM - Sertifikat Hak Milik,535.0,3.0,Cilodong,Depok,106.843683,-6.4249935,1,0,0,0,0,0,2022-09-18,996,0,1
2.0,1.0,104.0,45.0,Rumah,SHM - Sertifikat Hak Milik,495.0,3.0,Cipayung,Depok,106.7970684,-6.4370035,2,1,0,0,0,0,2022-08-28,449,0,1
2.0,1.0,62.0,45.0,Rumah,SHM - Sertifikat Hak Milik,450.0,3.0,Beji,Depok,106.8126377,-6.3823199,4,1,1,1,0,0,2022-08-06,534,0,1
,,,,Rumah,,600.0,4.0,Cilodong,Depok,106.843683,-6.4249935,4,1,0,1,0,0,2022-08-06,545,0,1
2.0,2.0,97.0,45.0,Rumah,HGB - Hak Guna Bangunan,780.0,5.0,Bojong Sari,Depok,106.7455636,-6.3997414,4,1,1,1,0,0,2022-07-09,53,0,0
2.0,1.0,72.0,45.0,Rumah,SHM - Sertifikat Hak Milik,466.0,3.0,Cipayung,Depok,106.7970684,-6.4370035,2,1,0,1,0,0,2022-07-09,700,1,1
,,,,Rumah,,750.0,5.0,Cinere,Depok,106.7742824,-6.3492072,5,1,1,1,0,0,2022-07-09,470,0,0
4.0,2.0,71.0,120.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Pancoran Mas,Depok,106.813217,-6.4128065,2,1,0,0,0,0,2022-07-09,388,0,1
3.0,2.0,67.0,70.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Cinangka,Depok,106.7616063,-6.3737882,3,1,1,1,0,0,2022-07-09,465,1,0
2.0,1.0,60.0,36.0,Rumah,HGB - Hak Guna Bangunan,385.0,2.0,Citayam,Depok,106.8023351,-6.4489809,5,1,1,1,0,0,2022-05-28,176,0,1
2.0,2.0,48.0,54.0,Rumah,SHM - Sertifikat Hak Milik,649.0,4.0,Tapos,Depok,106.88921185637969,-6.41809595,2,1,0,1,0,0,2022-05-22,337,0,1
2.0,1.0,75.0,40.0,Rumah,SHM - Sertifikat Hak Milik,475.0,3.0,Bojong Sari,Depok,106.7455636,-6.3997414,3,1,0,1,0,0,2022-05-22,813,0,1
2.0,1.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,420.0,3.0,Bojong Sari,Depok,106.7455636,-6.3997414,2,0,0,1,0,0,2022-05-22,568,0,1
2.0,1.0,84.0,45.0,Rumah,SHM - Sertifikat Hak Milik,380.0,2.0,Pancoran Mas,Depok,106.813217,-6.4128065,4,1,0,1,0,0,2022-05-22,260,0,1
3.0,2.0,115.0,85.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Pancoran Mas,Depok,106.813217,-6.4128065,2,0,0,1,0,0,2022-05-22,424,0,0
2.0,1.0,72.0,38.0,Rumah,SHM - Sertifikat Hak Milik,525.0,3.0,Bojong Sari,Depok,106.7455636,-6.3997414,3,1,0,1,0,0,2022-05-22,694,0,1
2.0,1.0,60.0,45.0,Rumah,SHM - Sertifikat Hak Milik,465.0,3.0,Depok II,Depok,106.8367057,-6.4220276,8,1,1,1,0,0,2022-05-22,133,0,1
2.0,1.0,60.0,40.0,Rumah,SHM - Sertifikat Hak Milik,350.0,2.0,Sawangan,Depok,106.7828312,-6.3887831,10,1,1,1,0,0,2022-02-26,986,0,1
2.0,1.0,60.0,40.0,Rumah,SHM - Sertifikat Hak Milik,350.0,2.0,Sawangan,Depok,106.7828312,-6.3887831,11,1,1,1,0,0,2022-02-26,986,0,1
2.0,1.0,97.0,70.0,Rumah,SHM - Sertifikat Hak Milik,799.0,5.0,Jati Asih,Bekasi,106.958178,-6.2920201,2,1,0,1,0,0,2022-09-26,848,1,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,680.0,4.0,Mustikajaya,Bekasi,107.0343042,-6.2965187,2,1,0,1,0,0,2022-09-12,856,1,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,300.0,2.0,Bekasi,Bekasi,106.9992869,-6.2363849,10,1,1,1,0,0,2022-10-02,145,0,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,300.0,2.0,Setu,Bekasi,107.0666025,-6.3150931,5,1,1,1,0,0,2022-10-01,99,0,0
2.0,1.0,60.0,55.0,Rumah,SHM - Sertifikat Hak Milik,575.0,4.0,Bekasi Kota,Bekasi,106.9992869,-6.2363849,7,0,1,1,1,0,2022-10-08,479,0,1
2.0,2.0,60.0,48.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Cibitung,Bekasi,107.0836549,-6.2618811,7,1,1,1,0,0,2022-10-07,328,0,0
2.0,2.0,60.0,48.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Cibubur,Bekasi,106.91832087997233,-6.3936607,7,1,1,1,0,0,2022-10-07,328,0,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,680.0,4.0,Mustikajaya,Bekasi,107.0343042,-6.2965187,4,1,0,1,1,0,2022-10-07,856,1,1
2.0,1.0,78.0,54.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Jati Asih,Bekasi,106.958178,-6.2920201,11,1,1,1,1,0,2022-09-30,841,1,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,680.0,4.0,Mustikajaya,Bekasi,107.0343042,-6.2965187,2,1,0,1,0,0,2022-09-23,943,0,1
2.0,1.0,64.0,47.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Jati Asih,Bekasi,106.958178,-6.2920201,7,1,0,1,1,0,2022-09-16,472,1,0
2.0,2.0,65.0,53.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Jati Asih,Bekasi,106.958178,-6.2920201,10,1,0,1,1,0,2022-09-16,414,0,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,680.0,4.0,Mustikajaya,Bekasi,107.0343042,-6.2965187,2,1,0,1,0,0,2022-09-29,943,0,1
2.0,1.0,97.0,70.0,Rumah,SHM - Sertifikat Hak Milik,799.0,5.0,Jati Asih,Bekasi,106.958178,-6.2920201,2,1,0,1,0,0,2022-09-29,823,0,0
2.0,1.0,97.0,70.0,Rumah,SHM - Sertifikat Hak Milik,799.0,5.0,Jati Asih,Bekasi,106.958178,-6.2920201,2,1,0,1,0,0,2022-09-28,823,0,0
2.0,1.0,75.0,48.0,Rumah,SHM - Sertifikat Hak Milik,625.0,4.0,Rawalumbu,Bekasi,107.0003803,-6.2743153,7,1,1,1,0,0,2022-09-21,310,1,0
2.0,1.0,97.0,70.0,Rumah,SHM - Sertifikat Hak Milik,799.0,5.0,Bekasi,Bekasi,106.9992869,-6.2363849,2,1,0,1,0,0,2022-09-07,848,1,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,680.0,4.0,Mustikajaya,Bekasi,107.0343042,-6.2965187,2,1,0,1,0,0,2022-09-28,856,1,1
2.0,1.0,65.0,38.0,Rumah,,398.0,2.0,Bekasi Timur,Bekasi,107.0149624,-6.2621178,1,0,0,0,0,0,2022-09-06,326,1,0
2.0,1.0,52.0,36.0,Rumah,SHM - Sertifikat Hak Milik,476.0,3.0,Jatiwarna,Bekasi,106.9319108,-6.3098164,3,1,1,1,0,0,2022-10-04,913,1,1
2.0,1.0,60.0,110.0,Rumah,SHM - Sertifikat Hak Milik,495.0,3.0,Bekasi Utara,Bekasi,107.0149624,-6.2621178,1,0,0,0,0,0,2022-10-10,420,1,0
3.0,2.0,90.0,160.0,Rumah,SHM - Sertifikat Hak Milik,675.0,4.0,Harapan Baru,Bekasi,107.021187,-6.2126605,6,1,0,1,0,0,2022-10-10,318,0,1
2.0,1.0,66.0,55.0,Rumah,SHM - Sertifikat Hak Milik,345.0,2.0,Babelan,Bekasi,107.0470959,-6.1486085,5,1,0,1,1,0,2022-10-10,345,1,1
1.0,1.0,90.0,90.0,Rumah,SHM - Sertifikat Hak Milik,480.0,3.0,Tambun Selatan,Bekasi,107.0186634,-6.2673062,13,1,1,1,0,1,2022-10-10,154,1,0
2.0,1.0,119.0,80.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,4,1,0,1,0,0,2022-10-10,661,0,0
3.0,2.0,66.0,73.0,Rumah,SHM - Sertifikat Hak Milik,761.0,5.0,Jati Asih,Bekasi,106.958178,-6.2920201,2,0,0,1,1,0,2022-10-03,575,1,0
3.0,2.0,55.0,75.0,Rumah,SHM - Sertifikat Hak Milik,699.0,5.0,Jati Asih,Bekasi,106.958178,-6.2920201,5,1,0,1,0,0,2022-10-03,1178,0,0
2.0,1.0,64.0,47.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Jatimakmur,Bekasi,106.9256285,-6.2846812,1,0,0,0,0,0,2022-09-18,616,1,0
,,120.0,100.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Bekasi,Bekasi,106.9992869,-6.2363849,1,0,0,1,0,0,2022-09-11,296,0,0
2.0,1.0,55.0,30.0,Rumah,SHM - Sertifikat Hak Milik,480.0,3.0,Summarecon Bekasi,Bekasi,106.99208998242136,-6.2232784,2,1,0,1,0,0,2022-09-11,584,1,0
2.0,2.0,64.0,53.0,Rumah,SHM - Sertifikat Hak Milik,698.0,5.0,Pekayon,Bekasi,106.9846826,-6.2618166,1,0,0,0,0,0,2022-09-11,750,0,1
3.0,2.0,55.0,64.0,Rumah,SHM - Sertifikat Hak Milik,635.0,4.0,Jati Asih,Bekasi,106.958178,-6.2920201,3,1,0,1,0,0,2022-08-29,824,1,1
2.0,1.0,75.0,35.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",675.0,4.0,Bekasi,Bekasi,106.9992869,-6.2363849,1,0,0,0,0,0,2022-08-29,182,0,0
2.0,1.0,72.0,45.0,Rumah,SHM - Sertifikat Hak Milik,431.0,3.0,Babelan,Bekasi,107.0470959,-6.1486085,5,1,1,1,0,0,2022-08-15,991,0,1
2.0,1.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Tambun Utara,Bekasi,107.0447946,-6.233324,7,1,1,1,0,0,2022-08-15,463,1,1
2.0,1.0,84.0,52.0,Rumah,SHM - Sertifikat Hak Milik,777.0,5.0,Cimuning,Bekasi,107.0280096,-6.3261614,7,1,1,1,0,0,2022-08-14,361,0,0
2.0,1.0,78.0,60.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Bekasi Kota,Bekasi,106.9992869,-6.2363849,4,1,0,1,0,0,2022-08-14,491,0,0
2.0,1.0,60.0,60.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Harapan Indah,Bekasi,106.9768346,-6.1938114,1,0,0,1,0,0,2022-08-14,133,0,0
2.0,1.0,60.0,30.0,Rumah,HGB - Hak Guna Bangunan,420.0,3.0,Jati Asih,Bekasi,106.958178,-6.2920201,1,0,0,0,0,0,2022-08-14,383,0,0
2.0,1.0,97.0,45.0,Rumah,SHM - Sertifikat Hak Milik,360.0,2.0,Setu,Bekasi,107.0666025,-6.3150931,7,1,1,1,0,0,2022-08-14,50,0,0
2.0,1.0,36.0,65.0,Rumah,SHM - Sertifikat Hak Milik,317.0,2.0,Bekasi Utara,Bekasi,107.0149624,-6.2621178,4,1,1,1,0,0,2022-08-01,324,0,0
2.0,1.0,69.0,36.0,Rumah,SHM - Sertifikat Hak Milik,411.0,2.0,Tambun Utara,Bekasi,107.0447946,-6.233324,4,1,1,1,0,0,2022-08-01,77,0,0
2.0,1.0,74.0,45.0,Rumah,SHM - Sertifikat Hak Milik,554.0,3.0,Tambun Utara,Bekasi,107.0447946,-6.233324,7,1,1,1,0,0,2022-08-01,384,0,0
2.0,1.0,60.0,60.0,Rumah,SHM - Sertifikat Hak Milik,360.0,2.0,Bekasi,Bekasi,106.9992869,-6.2363849,6,1,1,1,0,0,2022-08-01,79,0,0
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,345.0,2.0,Setu,Bekasi,107.0666025,-6.3150931,7,1,1,1,0,0,2022-07-31,868,1,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,375.0,2.0,Bekasi Timur,Bekasi,107.0149624,-6.2621178,4,0,1,1,0,0,2022-07-31,137,0,0
2.0,1.0,87.0,40.0,Rumah,SHM - Sertifikat Hak Milik,497.0,3.0,Bekasi Utara,Bekasi,107.0149624,-6.2621178,8,1,1,1,0,0,2022-07-31,857,1,1
3.0,1.0,72.0,60.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Narogong,Bekasi,107.0078315,-6.2773666,5,1,1,1,0,0,2022-07-31,211,0,0
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,436.0,3.0,Bekasi Timur,Bekasi,107.0149624,-6.2621178,8,1,1,1,0,0,2022-07-31,287,0,1
2.0,1.0,66.0,38.0,Rumah,SHM - Sertifikat Hak Milik,361.0,2.0,Grand Wisata,Bekasi,107.04761460690145,-6.280589,7,1,1,1,0,0,2022-07-31,664,1,0
2.0,1.0,90.0,45.0,Rumah,SHM - Sertifikat Hak Milik,325.0,2.0,Mustikajaya,Bekasi,107.0343042,-6.2965187,5,1,1,1,0,0,2022-07-31,87,0,0
2.0,1.0,90.0,36.0,Rumah,SHM - Sertifikat Hak Milik,303.0,2.0,Sukatani,Bekasi,106.9900786,-6.2799743,3,1,1,0,0,0,2022-07-31,1033,1,1
2.0,1.0,66.0,55.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",385.0,2.0,Bekasi Utara,Bekasi,107.0149624,-6.2621178,1,0,0,0,0,0,2022-07-18,327,1,0
2.0,1.0,72.0,60.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Bekasi Utara,Bekasi,107.0149624,-6.2621178,1,0,0,0,0,0,2022-07-18,327,0,1
4.0,2.0,140.0,120.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Babelan,Bekasi,107.0470959,-6.1486085,1,0,0,1,0,0,2022-07-18,600,0,0
2.0,1.0,60.0,45.0,Rumah,SHM - Sertifikat Hak Milik,360.0,2.0,Tambun Selatan,Bekasi,107.0186634,-6.2673062,5,1,1,1,0,0,2022-07-18,912,1,1
2.0,1.0,94.0,45.0,Rumah,HGB - Hak Guna Bangunan,700.0,5.0,Harapan Indah,Bekasi,106.9768346,-6.1938114,2,1,0,1,0,0,2022-07-18,401,1,0
2.0,1.0,80.0,36.0,Rumah,HGB - Hak Guna Bangunan,500.0,3.0,Bekasi,Bekasi,106.9992869,-6.2363849,1,0,0,0,0,0,2022-07-18,158,0,0
2.0,1.0,94.0,45.0,Rumah,HGB - Hak Guna Bangunan,700.0,5.0,Harapan Indah,Bekasi,106.9768346,-6.1938114,1,0,0,1,0,0,2022-07-18,401,1,0
2.0,1.0,72.0,45.0,Rumah,SHM - Sertifikat Hak Milik,450.0,3.0,Babelan,Bekasi,107.0470959,-6.1486085,4,1,0,1,0,0,2022-07-10,678,0,0
3.0,2.0,47.0,60.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Cibubur,Bekasi,106.91832087997233,-6.3936607,3,1,1,1,0,0,2022-07-10,934,0,1
3.0,2.0,78.0,90.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Jatimakmur,Bekasi,106.9256285,-6.2846812,2,0,0,1,0,0,2022-07-10,149,0,0
3.0,2.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,770.0,5.0,Bekasi Utara,Bekasi,107.0149624,-6.2621178,1,0,0,0,0,0,2022-07-10,383,1,0
2.0,1.0,63.0,50.0,Rumah,SHM - Sertifikat Hak Milik,365.0,2.0,Babelan,Bekasi,107.0470959,-6.1486085,1,0,0,0,0,0,2022-07-10,665,0,1
2.0,1.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,525.0,3.0,Harapan Indah,Bekasi,106.9768346,-6.1938114,1,0,0,1,0,0,2022-06-26,415,1,0
3.0,2.0,93.0,70.0,Rumah,SHM - Sertifikat Hak Milik,675.0,4.0,Tambun Utara,Bekasi,107.0447946,-6.233324,2,0,0,1,0,0,2022-06-26,640,0,1
3.0,2.0,90.0,42.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Cimuning,Bekasi,107.0280096,-6.3261614,2,0,0,1,0,0,2022-06-26,238,1,0
2.0,1.0,153.0,1.0,Rumah,SHM - Sertifikat Hak Milik,445.0,3.0,Bekasi Timur,Bekasi,107.0149624,-6.2621178,1,0,0,0,0,0,2022-06-13,582,0,1
2.0,1.0,60.0,30.0,Rumah,SHM - Sertifikat Hak Milik,300.0,2.0,Bekasi Barat,Bekasi,106.985212,-6.2508909,6,1,1,1,0,0,2022-06-13,855,0,1
3.0,2.0,96.0,85.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,1,0,0,1,0,0,2022-05-29,180,0,0
2.0,1.0,77.0,60.0,Rumah,SHM - Sertifikat Hak Milik,515.0,3.0,Harapan Indah,Bekasi,106.9768346,-6.1938114,1,0,0,0,0,0,2022-05-29,166,0,0
2.0,1.0,50.0,43.0,Rumah,HGB - Hak Guna Bangunan,658.0,4.0,Jababeka,Bekasi,107.17582471646689,-6.29884675,4,1,1,1,0,0,2022-05-09,706,0,1
,,,,Rumah,,460.0,3.0,Setu,Bekasi,107.0666025,-6.3150931,2,0,0,0,0,1,2022-04-18,801,0,1
2.0,1.0,72.0,33.0,Rumah,HGB - Hak Guna Bangunan,560.0,4.0,Setu,Bekasi,107.0666025,-6.3150931,5,1,1,1,0,0,2022-04-18,928,0,1
2.0,1.0,60.0,32.0,Rumah,SHM - Sertifikat Hak Milik,345.0,2.0,Cibubur,Bekasi,106.91832087997233,-6.3936607,4,1,1,1,0,0,2022-03-06,966,1,1
3.0,2.0,112.0,90.0,Rumah,SHM - Sertifikat Hak Milik,780.0,5.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,5,1,1,1,0,0,2022-02-27,473,1,0
3.0,1.0,73.0,50.0,Rumah,SHM - Sertifikat Hak Milik,775.0,5.0,Jatiasih,Bekasi,106.9636695,-6.2936589,4,1,1,1,0,0,2022-02-27,527,1,0
3.0,1.0,73.0,50.0,Rumah,SHM - Sertifikat Hak Milik,775.0,5.0,Jatiasih,Bekasi,106.9636695,-6.2936589,1,0,0,0,0,0,2022-02-21,586,1,0
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,385.0,2.0,Cibitung,Bekasi,107.0836549,-6.2618811,8,1,1,1,0,0,2022-02-21,672,1,0
2.0,1.0,90.0,90.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Duta Harapan,Bekasi,107.01292594861941,-6.21411125,3,1,0,1,0,0,2021-11-14,407,1,1
2.0,1.0,84.0,36.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Cikarang,Bekasi,107.1502914,-6.2626649,1,0,0,0,0,0,2021-11-08,1741,0,1
3.0,1.0,96.0,70.0,Rumah,SHM - Sertifikat Hak Milik,625.0,4.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,2,0,0,1,0,0,2021-11-08,226,0,1
2.0,1.0,60.0,40.0,Rumah,,415.0,2.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,1,0,0,0,0,0,2021-11-08,244,0,0
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Bekasi,Bekasi,106.9992869,-6.2363849,5,1,1,1,0,0,2021-11-07,503,0,1
2.0,1.0,60.0,40.0,Rumah,SHM - Sertifikat Hak Milik,462.0,3.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,1,0,0,1,0,0,2021-11-07,215,0,1
2.0,1.0,60.0,45.0,Rumah,SHM - Sertifikat Hak Milik,470.0,3.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,4,1,0,1,0,0,2021-10-31,235,1,1
2.0,1.0,61.0,36.0,Rumah,SHM - Sertifikat Hak Milik,365.0,2.0,Grand Wisata,Bekasi,107.04761460690145,-6.280589,3,1,0,1,0,0,2021-10-25,871,0,0
3.0,1.0,148.0,56.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Medan Satria,Bekasi,106.9739553,-6.1811903,8,1,1,1,0,0,2021-06-21,81,0,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,350.0,2.0,Bekasi Kota,Bekasi,106.9992869,-6.2363849,1,0,0,0,0,0,2021-06-21,211,0,0
